n,C(n2),mu_bound,density,parts,certified_K,partcap,certified,fallback,witness
1174,688551,343982,0.499574,1,2,1,1,0,p=587 q=2: 2x587
1175,689725,32896,0.047694,3,5,4,1,0,p=277 q=2: 1x641* + 1x277 + 1x257*   (* foreign)
1176,690900,158203,0.228981,2,3,2,1,0,p=613 q=281: 1x613 + 1x563*   (* foreign)
1177,692076,73153,0.105701,3,4,3,1,0,p=397 q=191: 1x397 + 1x397 + 1x383*   (* foreign)
1178,693253,118341,0.170704,2,3,2,1,0,p=691 q=3: 1x691 + 1x487*   (* foreign)
1179,694431,76635,0.110357,1,4,3,1,0,p=131 q=3: 9x131
1180,695610,171991,0.247252,2,3,2,1,0,p=593 q=293: 1x593 + 1x587*   (* foreign)
1182,697971,158203,0.226661,2,3,2,1,0,p=619 q=281: 1x619 + 1x563*   (* foreign)
1183,699153,99372,0.142132,1,3,2,1,0,p=13 q=7: 7x169
1184,700336,93528,0.133547,2,3,2,1,0,p=433 q=5: 1x751* + 1x433   (* foreign)
1185,701520,73153,0.104278,3,4,3,1,0,p=401 q=191: 1x401 + 1x401 + 1x383*   (* foreign)
1186,702705,351056,0.499578,1,2,1,1,0,p=593 q=2: 2x593
1188,705078,171991,0.243932,2,3,2,1,0,p=601 q=293: 1x601 + 1x587*   (* foreign)
1189,706266,114413,0.161997,2,3,2,1,0,p=2 q=13: 1x677* + 1x512   (* foreign)
1190,707455,93875,0.132694,2,3,2,1,0,p=439 q=5: 1x751* + 1x439   (* foreign)
1191,708645,235818,0.332773,1,2,1,1,0,p=397 q=3: 3x397
1192,709836,88208,0.124265,1,3,2,1,0,p=149 q=2: 8x149
1194,712221,171991,0.241485,2,3,2,1,0,p=607 q=293: 1x607 + 1x587*   (* foreign)
1195,713415,142205,0.199330,1,3,2,1,0,p=239 q=5: 5x239
1196,714610,118341,0.165602,2,3,2,1,0,p=709 q=3: 1x709 + 1x487*   (* foreign)
1197,715806,64261,0.089774,3,4,3,1,0,p=359 q=239: 1x479* + 1x359 + 1x359   (* foreign)
1198,717003,358202,0.499582,1,2,1,1,0,p=599 q=2: 2x599
1199,718201,64746,0.090150,1,4,3,1,0,p=109 q=11: 11x109
1200,719400,171991,0.239076,2,3,2,1,0,p=613 q=293: 1x613 + 1x587*   (* foreign)
1202,721801,360600,0.499584,1,2,1,1,0,p=601 q=2: 2x601
1203,723003,240600,0.332779,1,2,1,1,0,p=401 q=3: 3x401
1204,724206,171991,0.237489,2,3,2,1,0,p=617 q=293: 1x617 + 1x587*   (* foreign)
1205,725410,144600,0.199336,1,3,2,1,0,p=241 q=5: 5x241
1206,726615,171991,0.236702,2,3,2,1,0,p=619 q=293: 1x619 + 1x587*   (* foreign)
1207,727821,60726,0.083435,3,4,3,1,0,p=349 q=127: 1x509* + 1x349 + 1x349   (* foreign)
1208,729028,114481,0.157032,2,3,2,1,0,p=3 q=239: 1x729 + 1x479*   (* foreign)
1209,730236,64980,0.088985,3,4,3,1,0,p=19 q=3: 1x487* + 1x361 + 1x361   (* foreign)
1210,731445,158203,0.216288,2,3,2,1,0,p=647 q=281: 1x647 + 1x563*   (* foreign)
1211,732655,104146,0.142149,1,3,2,1,0,p=173 q=7: 7x173
1212,733866,171991,0.234363,2,3,2,1,0,p=5 q=293: 1x625 + 1x587*   (* foreign)
1214,736291,367842,0.499588,1,2,1,1,0,p=607 q=2: 2x607
1215,737505,147015,0.199341,1,3,2,1,0,p=3 q=5: 5x243
1216,738720,158203,0.214158,2,3,2,1,0,p=653 q=281: 1x653 + 1x563*   (* foreign)
1218,741153,171991,0.232059,2,3,2,1,0,p=631 q=293: 1x631 + 1x587*   (* foreign)
1219,742371,54615,0.073568,3,4,3,1,0,p=331 q=139: 1x557* + 1x331 + 1x331   (* foreign)
1220,743590,118341,0.159148,2,3,2,1,0,p=733 q=3: 1x733 + 1x487*   (* foreign)
1221,744810,73153,0.098217,3,4,3,1,0,p=419 q=191: 1x419 + 1x419 + 1x383*   (* foreign)
1222,746031,158203,0.212060,2,3,2,1,0,p=659 q=281: 1x659 + 1x563*   (* foreign)
1224,748476,158203,0.211367,2,3,2,1,0,p=661 q=281: 1x661 + 1x563*   (* foreign)
1225,749700,73153,0.097576,3,4,3,1,0,p=421 q=191: 1x421 + 1x421 + 1x383*   (* foreign)
1226,750925,375156,0.499592,1,2,1,1,0,p=613 q=2: 2x613
1227,752151,250308,0.332790,1,2,1,1,0,p=409 q=3: 3x409
1228,753378,187884,0.249389,1,3,2,1,0,p=307 q=2: 4x307
1230,755835,171991,0.227551,2,3,2,1,0,p=643 q=293: 1x643 + 1x587*   (* foreign)
1232,758296,126253,0.166496,2,3,2,1,0,p=3 q=251: 1x729 + 1x503*   (* foreign)
1233,759528,83844,0.110390,1,4,3,1,0,p=137 q=3: 9x137
1234,760761,380072,0.499594,1,2,1,1,0,p=617 q=2: 2x617
1235,761995,54056,0.070940,2,4,3,1,0,p=233 q=2: 1x769* + 2x233   (* foreign)
1236,763230,158203,0.207281,2,3,2,1,0,p=673 q=281: 1x673 + 1x563*   (* foreign)
1238,765703,382542,0.499596,1,2,1,1,0,p=619 q=2: 2x619
1239,766941,87967,0.114699,2,3,2,1,0,p=2 q=11: 1x727* + 1x512   (* foreign)
1240,768180,171991,0.223894,2,3,2,1,0,p=653 q=293: 1x653 + 1x587*   (* foreign)
1241,769420,50086,0.065096,3,4,3,1,0,p=317 q=101: 1x607* + 1x317 + 1x317   (* foreign)
1242,770661,136503,0.177125,2,3,2,1,0,p=523 q=359: 1x719* + 1x523   (* foreign)
1243,771903,69608,0.090177,1,4,3,1,0,p=113 q=11: 11x113
1244,773146,192820,0.249397,1,3,2,1,0,p=311 q=2: 4x311
1245,774390,75466,0.097452,3,4,3,1,0,p=389 q=233: 1x467* + 1x389 + 1x389   (* foreign)
1246,775635,171991,0.221742,2,3,2,1,0,p=659 q=293: 1x659 + 1x587*   (* foreign)
1247,776881,56882,0.073218,2,4,3,1,0,p=239 q=2: 1x769* + 2x239   (* foreign)
1248,778128,171991,0.221032,2,3,2,1,0,p=661 q=293: 1x661 + 1x587*   (* foreign)
1250,780625,390000,0.499600,1,2,1,1,0,p=5 q=2: 2x625
1251,781875,86319,0.110400,1,4,3,1,0,p=139 q=3: 9x139
1252,783126,195312,0.249400,1,3,2,1,0,p=313 q=2: 4x313
1253,784378,111517,0.142173,1,3,2,1,0,p=179 q=7: 7x179
1254,785631,158203,0.201371,2,3,2,1,0,p=691 q=281: 1x691 + 1x563*   (* foreign)
1255,786885,156875,0.199362,1,3,2,1,0,p=251 q=5: 5x251
1256,788140,118341,0.150152,2,3,2,1,0,p=769 q=3: 1x769 + 1x487*   (* foreign)
1257,789396,262713,0.332803,1,2,1,1,0,p=419 q=3: 3x419
1258,790653,106030,0.134104,2,3,2,1,0,p=461 q=199: 1x797* + 1x461   (* foreign)
1260,793170,171991,0.216840,2,3,2,1,0,p=673 q=293: 1x673 + 1x587*   (* foreign)
1261,794430,78606,0.098946,3,4,3,1,0,p=397 q=233: 1x467* + 1x397 + 1x397   (* foreign)
1262,795691,397530,0.499603,1,2,1,1,0,p=631 q=2: 2x631
1263,796953,265230,0.332805,1,2,1,1,0,p=421 q=3: 3x421
1264,798216,171991,0.215469,2,3,2,1,0,p=677 q=293: 1x677 + 1x587*   (* foreign)
1265,799480,75466,0.094394,3,4,3,1,0,p=389 q=3: 1x487* + 1x389 + 1x389   (* foreign)
1266,800745,149331,0.186490,2,3,2,1,0,p=547 q=359: 1x719* + 1x547   (* foreign)
1267,802011,114030,0.142180,1,3,2,1,0,p=181 q=7: 7x181
1268,803278,200344,0.249408,1,3,2,1,0,p=317 q=2: 4x317
1269,804546,80200,0.099684,3,4,3,1,0,p=401 q=233: 1x467* + 1x401 + 1x401   (* foreign)
1270,805815,171991,0.213437,2,3,2,1,0,p=683 q=293: 1x683 + 1x587*   (* foreign)
1271,807085,62750,0.077749,2,4,3,1,0,p=251 q=2: 1x769* + 2x251   (* foreign)
1272,808356,158203,0.195710,2,3,2,1,0,p=709 q=281: 1x709 + 1x563*   (* foreign)
1273,809628,78606,0.097089,3,4,3,1,0,p=397 q=239: 1x479* + 1x397 + 1x397   (* foreign)
1274,810901,118341,0.145938,2,3,2,1,0,p=787 q=3: 1x787 + 1x487*   (* foreign)
1275,812175,64643,0.079592,3,4,3,1,0,p=383 q=127: 1x509* + 1x383 + 1x383   (* foreign)
1276,813450,154846,0.190357,2,3,2,1,0,p=557 q=359: 1x719* + 1x557   (* foreign)
1278,816003,171991,0.210773,2,3,2,1,0,p=691 q=293: 1x691 + 1x587*   (* foreign)
1280,818560,163200,0.199375,1,3,2,1,0,p=2 q=5: 5x256
1281,819840,98432,0.120062,2,3,2,1,0,p=2 q=2: 1x769* + 1x512   (* foreign)
1282,821121,410240,0.499610,1,2,1,1,0,p=641 q=2: 2x641
1284,823686,118341,0.143672,2,3,2,1,0,p=487 q=199: 1x797* + 1x487   (* foreign)
1285,824970,164480,0.199377,1,3,2,1,0,p=257 q=5: 5x257
1286,826255,412806,0.499611,1,2,1,1,0,p=643 q=2: 2x643
1287,827541,64643,0.078115,3,4,3,1,0,p=389 q=127: 1x509* + 1x389 + 1x389   (* foreign)
1288,828828,171991,0.207511,2,3,2,1,0,p=701 q=293: 1x701 + 1x587*   (* foreign)
1290,831405,162735,0.195735,2,3,2,1,0,p=571 q=359: 1x719* + 1x571   (* foreign)
1292,833986,158203,0.189695,2,3,2,1,0,p=3 q=281: 1x729 + 1x563*   (* foreign)
1293,835278,277995,0.332817,1,2,1,1,0,p=431 q=3: 3x431
1294,836571,417962,0.499613,1,2,1,1,0,p=647 q=2: 2x647
1295,837865,68906,0.082240,2,4,3,1,0,p=263 q=2: 1x769* + 2x263   (* foreign)
1296,839160,171991,0.204956,2,3,2,1,0,p=709 q=293: 1x709 + 1x587*   (* foreign)
1298,841753,118341,0.140589,2,3,2,1,0,p=811 q=3: 1x811 + 1x487*   (* foreign)
1299,843051,280584,0.332820,1,2,1,1,0,p=433 q=3: 3x433
1300,844350,126253,0.149527,2,3,2,1,0,p=503 q=199: 1x797* + 1x503   (* foreign)
1302,846951,158203,0.186791,2,3,2,1,0,p=739 q=281: 1x739 + 1x563*   (* foreign)
1304,849556,105624,0.124328,1,3,2,1,0,p=163 q=2: 8x163
1305,850860,87571,0.102921,3,4,3,1,0,p=419 q=233: 1x467* + 1x419 + 1x419   (* foreign)
1306,852165,425756,0.499617,1,2,1,1,0,p=653 q=2: 2x653
1308,854778,118341,0.138446,2,3,2,1,0,p=821 q=3: 1x821 + 1x487*   (* foreign)
1309,856086,130816,0.152807,2,3,2,1,0,p=2 q=199: 1x797* + 1x512   (* foreign)
1310,857395,118341,0.138024,2,3,2,1,0,p=823 q=3: 1x823 + 1x487*   (* foreign)
1311,858705,73170,0.085210,2,4,3,1,0,p=271 q=2: 1x769* + 2x271   (* foreign)
1312,860016,175528,0.204099,2,3,2,1,0,p=593 q=359: 1x719* + 1x593   (* foreign)
1313,861328,65650,0.076220,1,4,3,1,0,p=101 q=13: 13x101
1314,862641,171991,0.199377,2,3,2,1,0,p=727 q=293: 1x727 + 1x587*   (* foreign)
1315,863955,172265,0.199391,1,3,2,1,0,p=263 q=5: 5x263
1316,865270,171991,0.198771,2,3,2,1,0,p=3 q=293: 1x729 + 1x587*   (* foreign)
1317,866586,288423,0.332827,1,2,1,1,0,p=439 q=3: 3x439
1318,867903,433622,0.499620,1,2,1,1,0,p=659 q=2: 2x659
1320,870540,180300,0.207113,2,3,2,1,0,p=601 q=359: 1x719* + 1x601   (* foreign)
1322,873181,436260,0.499621,1,2,1,1,0,p=661 q=2: 2x661
1323,874503,76452,0.087423,2,4,3,1,0,p=277 q=2: 1x769* + 2x277   (* foreign)
1324,875826,218460,0.249433,1,3,2,1,0,p=331 q=2: 4x331
1325,877150,87571,0.099836,3,4,3,1,0,p=419 q=3: 1x487* + 1x419 + 1x419   (* foreign)
1326,878475,183921,0.209364,2,3,2,1,0,p=607 q=359: 1x719* + 1x607   (* foreign)
1328,881128,118341,0.134306,2,3,2,1,0,p=29 q=3: 1x841 + 1x487*   (* foreign)
1329,882456,293709,0.332831,1,2,1,1,0,p=443 q=3: 3x443
1330,883785,171991,0.194607,2,3,2,1,0,p=743 q=293: 1x743 + 1x587*   (* foreign)
1332,886446,187578,0.211607,2,3,2,1,0,p=613 q=359: 1x719* + 1x613   (* foreign)
1333,887778,93528,0.105351,3,4,3,1,0,p=433 q=233: 1x467* + 1x433 + 1x433   (* foreign)
1334,889111,103097,0.115955,2,3,2,1,0,p=547 q=131: 1x787* + 1x547   (* foreign)
1335,890445,112751,0.126623,2,3,2,1,0,p=2 q=137: 1x823* + 1x512   (* foreign)
1336,891780,190036,0.213097,2,3,2,1,0,p=617 q=359: 1x719* + 1x617   (* foreign)
1337,893116,127015,0.142216,1,3,2,1,0,p=191 q=7: 7x191
1338,894453,191271,0.213841,2,3,2,1,0,p=619 q=359: 1x719* + 1x619   (* foreign)
1339,895791,68289,0.076233,1,4,3,1,0,p=103 q=13: 13x103
1340,897130,118341,0.131911,2,3,2,1,0,p=853 q=3: 1x853 + 1x487*   (* foreign)
1341,898470,99234,0.110448,1,4,3,1,0,p=149 q=3: 9x149
1342,899811,149189,0.165800,2,3,2,1,0,p=569 q=193: 1x773* + 1x569   (* foreign)
1343,901153,52377,0.058122,1,5,4,1,0,p=79 q=17: 17x79
1344,902496,195000,0.216067,2,3,2,1,0,p=5 q=359: 1x719* + 1x625   (* foreign)
1345,903840,180230,0.199405,1,3,2,1,0,p=269 q=5: 5x269
1346,905185,452256,0.499628,1,2,1,1,0,p=673 q=2: 2x673
1347,906531,301728,0.332838,1,2,1,1,0,p=449 q=3: 3x449
1348,907878,226464,0.249443,1,3,2,1,0,p=337 q=2: 4x337
1349,909226,92665,0.101916,3,4,3,1,0,p=431 q=3: 1x487* + 1x431 + 1x431   (* foreign)
1350,910575,198765,0.218285,2,3,2,1,0,p=631 q=359: 1x719* + 1x631   (* foreign)
1351,911925,130816,0.143450,2,3,2,1,0,p=2 q=419: 1x839* + 1x512   (* foreign)
1352,913276,113568,0.124352,1,3,2,1,0,p=13 q=2: 8x169
1353,914628,97903,0.107041,3,4,3,1,0,p=443 q=233: 1x467* + 1x443 + 1x443   (* foreign)
1354,915981,457652,0.499630,1,2,1,1,0,p=677 q=2: 2x677
1355,917335,182925,0.199409,1,3,2,1,0,p=271 q=5: 5x271
1356,918690,171991,0.187213,2,3,2,1,0,p=769 q=293: 1x769 + 1x587*   (* foreign)
1357,920046,96141,0.104496,3,4,3,1,0,p=439 q=239: 1x479* + 1x439 + 1x439   (* foreign)
1358,921403,103097,0.111891,2,3,2,1,0,p=571 q=131: 1x787* + 1x571   (* foreign)
1359,922761,101925,0.110457,1,4,3,1,0,p=151 q=3: 9x151
1360,924120,205120,0.221963,2,3,2,1,0,p=641 q=359: 1x719* + 1x641   (* foreign)
1362,926841,206403,0.222695,2,3,2,1,0,p=643 q=359: 1x719* + 1x643   (* foreign)
1363,928203,58653,0.063190,3,4,3,1,0,p=7 q=13: 1x677* + 1x343 + 1x343   (* foreign)
1364,929566,118341,0.127308,2,3,2,1,0,p=877 q=3: 1x877 + 1x487*   (* foreign)
1365,930930,100576,0.108038,3,4,3,1,0,p=449 q=233: 1x467* + 1x449 + 1x449   (* foreign)
1366,932295,465806,0.499634,1,2,1,1,0,p=683 q=2: 2x683
1368,935028,158603,0.169624,2,3,2,1,0,p=571 q=199: 1x797* + 1x571   (* foreign)
1370,937765,118341,0.126195,2,3,2,1,0,p=883 q=3: 1x883 + 1x487*   (* foreign)
1371,939135,312588,0.332847,1,2,1,1,0,p=457 q=3: 3x457
1372,940506,234612,0.249453,1,3,2,1,0,p=7 q=2: 4x343
1374,943251,171991,0.182339,2,3,2,1,0,p=787 q=293: 1x787 + 1x587*   (* foreign)
1375,944625,130816,0.138485,2,3,2,1,0,p=2 q=431: 1x863* + 1x512   (* foreign)
1376,946000,98432,0.104051,2,4,3,1,0,p=607 q=2: 1x769* + 1x607   (* foreign)
1377,947376,100576,0.106163,3,4,3,1,0,p=449 q=239: 1x479* + 1x449 + 1x449   (* foreign)
1378,948753,216811,0.228522,2,3,2,1,0,p=659 q=359: 1x719* + 1x659   (* foreign)
1379,950131,135142,0.142235,1,3,2,1,0,p=197 q=7: 7x197
1380,951510,218130,0.229246,2,3,2,1,0,p=661 q=359: 1x719* + 1x661   (* foreign)
1382,954271,476790,0.499638,1,2,1,1,0,p=691 q=2: 2x691
1383,955653,318090,0.332851,1,2,1,1,0,p=461 q=3: 3x461
1384,957036,171991,0.179712,2,3,2,1,0,p=797 q=293: 1x797 + 1x587*   (* foreign)
1385,958420,191130,0.199422,1,3,2,1,0,p=277 q=5: 5x277
1386,959805,158203,0.164828,2,3,2,1,0,p=823 q=281: 1x823 + 1x563*   (* foreign)
1387,961191,67161,0.069873,3,4,3,1,0,p=367 q=163: 1x653* + 1x367 + 1x367   (* foreign)
1388,962578,240124,0.249459,1,3,2,1,0,p=347 q=2: 4x347
1389,963966,320859,0.332853,1,2,1,1,0,p=463 q=3: 3x463
1390,965355,158603,0.164295,2,3,2,1,0,p=593 q=199: 1x797* + 1x593   (* foreign)
1391,966745,96410,0.099726,2,4,3,1,0,p=311 q=2: 1x769* + 2x311   (* foreign)
1392,968136,226128,0.233570,2,3,2,1,0,p=673 q=359: 1x719* + 1x673   (* foreign)
1393,969528,137907,0.142241,1,3,2,1,0,p=199 q=7: 7x199
1394,970921,118341,0.121885,2,3,2,1,0,p=487 q=151: 1x907* + 1x487   (* foreign)
1395,972315,97656,0.100437,2,4,3,1,0,p=313 q=2: 1x769* + 2x313   (* foreign)
1396,973710,242904,0.249462,1,3,2,1,0,p=349 q=2: 4x349
1397,975106,88011,0.090258,1,4,3,1,0,p=127 q=11: 11x127
1398,976503,171991,0.176130,2,3,2,1,0,p=811 q=293: 1x811 + 1x587*   (* foreign)
1400,979300,112751,0.115134,2,3,2,1,0,p=577 q=137: 1x823* + 1x577   (* foreign)
1401,980700,326433,0.332857,1,2,1,1,0,p=467 q=3: 3x467
1402,982101,490700,0.499643,1,2,1,1,0,p=701 q=2: 2x701
1403,983503,98432,0.100083,2,4,3,1,0,p=317 q=2: 1x769* + 2x317   (* foreign)
1404,984906,158603,0.161034,2,3,2,1,0,p=607 q=199: 1x797* + 1x607   (* foreign)
1405,986310,196700,0.199430,1,3,2,1,0,p=281 q=5: 5x281
1406,987715,124251,0.125796,2,3,2,1,0,p=499 q=151: 1x907* + 1x499   (* foreign)
1407,989121,73153,0.073958,2,4,3,1,0,p=2 q=191: 1x1024 + 1x383*   (* foreign)
1408,990528,171991,0.173636,2,3,2,1,0,p=821 q=293: 1x821 + 1x587*   (* foreign)
1410,993345,238395,0.239992,2,3,2,1,0,p=691 q=359: 1x719* + 1x691   (* foreign)
1411,994755,71631,0.072009,3,4,3,1,0,p=379 q=163: 1x653* + 1x379 + 1x379   (* foreign)
1412,996166,248512,0.249468,1,3,2,1,0,p=353 q=2: 4x353
1413,997578,110214,0.110482,1,4,3,1,0,p=157 q=3: 9x157
1414,998991,171991,0.172165,2,3,2,1,0,p=827 q=293: 1x827 + 1x587*   (* foreign)
1415,1000405,199515,0.199434,1,3,2,1,0,p=283 q=5: 5x283
1416,1001820,171991,0.171679,2,3,2,1,0,p=829 q=293: 1x829 + 1x587*   (* foreign)
1417,1003236,104196,0.103860,3,4,3,1,0,p=457 q=251: 1x503* + 1x457 + 1x457   (* foreign)
1418,1004653,501972,0.499647,1,2,1,1,0,p=709 q=2: 2x709
1419,1006071,130816,0.130027,2,3,2,1,0,p=2 q=151: 1x907* + 1x512   (* foreign)
1420,1007490,245350,0.243526,2,3,2,1,0,p=701 q=359: 1x719* + 1x701   (* foreign)
1421,1008910,108811,0.107850,3,4,3,1,0,p=467 q=3: 1x487* + 1x467 + 1x467   (* foreign)
1422,1010331,158603,0.156981,2,3,2,1,0,p=5 q=199: 1x797* + 1x625   (* foreign)
1424,1013176,118341,0.116802,2,3,2,1,0,p=937 q=3: 1x937 + 1x487*   (* foreign)
1425,1014600,108811,0.107245,3,4,3,1,0,p=479 q=233: 1x479 + 1x479 + 1x467*   (* foreign)
1426,1016025,171991,0.169278,2,3,2,1,0,p=587 q=419: 1x839* + 1x587   (* foreign)
1428,1018878,250986,0.246336,2,3,2,1,0,p=709 q=359: 1x719* + 1x709   (* foreign)
1430,1021735,136503,0.133599,2,3,2,1,0,p=523 q=151: 1x907* + 1x523   (* foreign)
1431,1023165,98432,0.096203,2,4,3,1,0,p=331 q=2: 1x769* + 2x331   (* foreign)
1432,1024596,175528,0.171314,2,3,2,1,0,p=593 q=419: 1x839* + 1x593   (* foreign)
1434,1027461,162735,0.158386,2,3,2,1,0,p=571 q=431: 1x863* + 1x571   (* foreign)
1435,1028895,77423,0.075249,3,4,3,1,0,p=439 q=139: 1x557* + 1x439 + 1x439   (* foreign)
1436,1030330,257044,0.249477,1,3,2,1,0,p=359 q=2: 4x359
1437,1031766,343443,0.332869,1,2,1,1,0,p=479 q=3: 3x479
1438,1033203,516242,0.499652,1,2,1,1,0,p=719 q=2: 2x719
1440,1036080,180300,0.174021,2,3,2,1,0,p=601 q=419: 1x839* + 1x601   (* foreign)
1441,1037520,108811,0.104876,3,4,3,1,0,p=487 q=233: 1x487 + 1x487 + 1x467*   (* foreign)
1442,1038961,112751,0.108523,2,4,3,1,0,p=619 q=137: 1x823* + 1x619   (* foreign)
1443,1040403,98432,0.094609,2,4,3,1,0,p=337 q=2: 1x769* + 2x337   (* foreign)
1444,1041846,259920,0.249480,1,3,2,1,0,p=19 q=2: 4x361
1445,1043290,208080,0.199446,1,3,2,1,0,p=17 q=5: 5x289
1446,1044735,258121,0.247068,2,3,2,1,0,p=727 q=359: 1x727 + 1x719*   (* foreign)
1448,1047628,258121,0.246386,2,3,2,1,0,p=3 q=359: 1x729 + 1x719*   (* foreign)
1449,1049076,108811,0.103721,3,4,3,1,0,p=491 q=233: 1x491 + 1x491 + 1x467*   (* foreign)
1450,1050525,171991,0.163719,2,3,2,1,0,p=587 q=431: 1x863* + 1x587   (* foreign)
1452,1053426,258121,0.245030,2,3,2,1,0,p=733 q=359: 1x733 + 1x719*   (* foreign)
1454,1056331,527802,0.499656,1,2,1,1,0,p=727 q=2: 2x727
1455,1057785,98432,0.093055,2,4,3,1,0,p=7 q=2: 1x769* + 2x343   (* foreign)
1456,1059240,190036,0.179408,2,3,2,1,0,p=617 q=419: 1x839* + 1x617   (* foreign)
1457,1060696,63757,0.060109,3,5,4,1,0,p=419 q=103: 1x619* + 1x419 + 1x419   (* foreign)
1458,1062153,530712,0.499657,1,2,1,1,0,p=3 q=2: 2x729
1460,1065070,103097,0.096798,2,4,3,1,0,p=673 q=131: 1x787* + 1x673   (* foreign)
1461,1066530,355023,0.332877,1,2,1,1,0,p=487 q=3: 3x487
1462,1067991,258121,0.241688,2,3,2,1,0,p=743 q=359: 1x743 + 1x719*   (* foreign)
1463,1069453,98432,0.092040,2,4,3,1,0,p=347 q=2: 1x769* + 2x347   (* foreign)
1464,1070916,195000,0.182087,2,3,2,1,0,p=5 q=419: 1x839* + 1x625   (* foreign)
1465,1072380,213890,0.199454,1,3,2,1,0,p=293 q=5: 5x293
1466,1073845,536556,0.499659,1,2,1,1,0,p=733 q=2: 2x733
1467,1075311,118827,0.110505,1,4,3,1,0,p=163 q=3: 9x163
1468,1076778,268644,0.249489,1,3,2,1,0,p=367 q=2: 4x367
1469,1078246,118341,0.109753,3,4,3,1,0,p=491 q=3: 1x491 + 1x491 + 1x487*   (* foreign)
1470,1079715,258121,0.239064,2,3,2,1,0,p=751 q=359: 1x751 + 1x719*   (* foreign)
1472,1082656,93528,0.086388,2,4,3,1,0,p=433 q=173: 1x1039* + 1x433   (* foreign)
1473,1084128,360885,0.332880,1,2,1,1,0,p=491 q=3: 3x491
1474,1085601,171991,0.158429,2,3,2,1,0,p=587 q=443: 1x887* + 1x587   (* foreign)
1475,1087075,98432,0.090548,2,4,3,1,0,p=353 q=2: 1x769* + 2x353   (* foreign)
1476,1088550,258121,0.237124,2,3,2,1,0,p=757 q=359: 1x757 + 1x719*   (* foreign)
1477,1090026,155085,0.142276,1,3,2,1,0,p=211 q=7: 7x211
1478,1091503,545382,0.499661,1,2,1,1,0,p=739 q=2: 2x739
1479,1092981,80200,0.073377,3,4,3,1,0,p=401 q=13: 1x677* + 1x401 + 1x401   (* foreign)
1480,1094460,258121,0.235843,2,3,2,1,0,p=761 q=359: 1x761 + 1x719*   (* foreign)
1482,1097421,206403,0.188080,2,3,2,1,0,p=643 q=419: 1x839* + 1x643   (* foreign)
1484,1100386,136957,0.124463,2,3,2,1,0,p=577 q=151: 1x907* + 1x577   (* foreign)
1485,1101870,120295,0.109173,3,4,3,1,0,p=491 q=251: 1x503* + 1x491 + 1x491   (* foreign)
1486,1103355,551306,0.499663,1,2,1,1,0,p=743 q=2: 2x743
1488,1106328,258121,0.233313,2,3,2,1,0,p=769 q=359: 1x769 + 1x719*   (* foreign)
1490,1109305,93875,0.084625,2,4,3,1,0,p=739 q=5: 1x751* + 1x739   (* foreign)
1491,1110795,108811,0.097958,2,4,3,1,0,p=2 q=233: 1x1024 + 1x467*   (* foreign)
1492,1112286,277512,0.249497,1,3,2,1,0,p=373 q=2: 4x373
1494,1115271,198765,0.178221,2,3,2,1,0,p=631 q=431: 1x863* + 1x631   (* foreign)
1495,1116765,130816,0.117138,2,3,2,1,0,p=2 q=491: 1x983* + 1x512   (* foreign)
1496,1118260,118341,0.105826,2,4,3,1,0,p=1009 q=3: 1x1009 + 1x487*   (* foreign)
1497,1119756,372753,0.332888,1,2,1,1,0,p=499 q=3: 3x499
1498,1121253,216811,0.193365,2,3,2,1,0,p=659 q=419: 1x839* + 1x659   (* foreign)
1500,1124250,218130,0.194023,2,3,2,1,0,p=661 q=419: 1x839* + 1x661   (* foreign)
1501,1125750,124251,0.110372,3,4,3,1,0,p=499 q=251: 1x503* + 1x499 + 1x499   (* foreign)
1502,1127251,563250,0.499667,1,2,1,1,0,p=751 q=2: 2x751
1503,1128753,124749,0.110519,1,4,3,1,0,p=167 q=3: 9x167
1504,1130256,205120,0.181481,2,3,2,1,0,p=641 q=431: 1x863* + 1x641   (* foreign)
1505,1131760,118341,0.104564,3,4,3,1,0,p=509 q=3: 1x509 + 1x509 + 1x487*   (* foreign)
1506,1133265,258121,0.227768,2,3,2,1,0,p=787 q=359: 1x787 + 1x719*   (* foreign)
1507,1134771,102476,0.090305,1,4,3,1,0,p=137 q=11: 11x137
1508,1136278,136957,0.120531,2,3,2,1,0,p=601 q=151: 1x907* + 1x601   (* foreign)
1509,1137786,378759,0.332891,1,2,1,1,0,p=503 q=3: 3x503
1510,1139295,208981,0.183430,2,3,2,1,0,p=647 q=431: 1x863* + 1x647   (* foreign)
1512,1142316,226128,0.197956,2,3,2,1,0,p=673 q=419: 1x839* + 1x673   (* foreign)
1513,1143828,108811,0.095129,3,4,3,1,0,p=523 q=233: 1x523 + 1x523 + 1x467*   (* foreign)
1514,1145341,572292,0.499670,1,2,1,1,0,p=757 q=2: 2x757
1515,1146855,98432,0.085828,2,4,3,1,0,p=373 q=2: 1x769* + 2x373   (* foreign)
1516,1148370,286524,0.249505,1,3,2,1,0,p=379 q=2: 4x379
1517,1149886,73153,0.063618,3,4,3,1,0,p=383 q=5: 1x751* + 1x383 + 1x383   (* foreign)
1518,1151403,198765,0.172629,2,3,2,1,0,p=631 q=443: 1x887* + 1x631   (* foreign)
1519,1152921,93528,0.081123,3,4,3,1,0,p=433 q=163: 1x653* + 1x433 + 1x433   (* foreign)
