n,C(n2),mu_bound,density,parts,certified_K,partcap,certified,fallback,witness
813,330078,109755,0.332512,1,2,1,1,0,p=271 q=3: 3x271
814,330891,73153,0.221079,2,3,2,1,0,p=431 q=191: 1x431 + 1x383*   (* foreign)
815,331705,66015,0.199017,1,3,2,1,0,p=163 q=5: 5x163
816,332520,73153,0.219996,2,3,2,1,0,p=433 q=191: 1x433 + 1x383*   (* foreign)
817,333336,34453,0.103358,3,4,3,1,0,p=277 q=131: 1x277 + 1x277 + 1x263*   (* foreign)
818,334153,166872,0.499388,1,2,1,1,0,p=409 q=2: 2x409
819,334971,32896,0.098206,2,4,3,1,0,p=281 q=2: 2x281 + 1x257*   (* foreign)
820,335790,64261,0.191373,2,3,2,1,0,p=461 q=179: 1x461 + 1x359*   (* foreign)
822,337431,73153,0.216794,2,3,2,1,0,p=439 q=191: 1x439 + 1x383*   (* foreign)
824,339076,56616,0.166971,2,3,2,1,0,p=337 q=3: 1x487* + 1x337   (* foreign)
825,339900,34453,0.101362,3,4,3,1,0,p=281 q=131: 1x281 + 1x281 + 1x263*   (* foreign)
826,340725,73153,0.214698,2,3,2,1,0,p=443 q=191: 1x443 + 1x383*   (* foreign)
828,342378,64980,0.189790,2,3,2,1,0,p=19 q=233: 1x467* + 1x361   (* foreign)
830,344035,58653,0.170486,2,3,2,1,0,p=7 q=3: 1x487* + 1x343   (* foreign)
831,344865,114678,0.332530,1,2,1,1,0,p=277 q=3: 3x277
832,345696,73153,0.211611,2,3,2,1,0,p=449 q=191: 1x449 + 1x383*   (* foreign)
833,346528,29403,0.084850,3,4,3,1,0,p=3 q=173: 1x347* + 1x243 + 1x243   (* foreign)
834,347361,67161,0.193346,2,3,2,1,0,p=367 q=233: 1x467* + 1x367   (* foreign)
835,348195,69305,0.199041,1,3,2,1,0,p=167 q=5: 5x167
836,349030,60726,0.173985,2,3,2,1,0,p=349 q=3: 1x487* + 1x349   (* foreign)
837,349866,31375,0.089677,3,4,3,1,0,p=293 q=5: 1x293 + 1x293 + 1x251*   (* foreign)
838,350703,175142,0.499403,1,2,1,1,0,p=419 q=2: 2x419
840,352380,73153,0.207597,2,3,2,1,0,p=457 q=191: 1x457 + 1x383*   (* foreign)
842,354061,176820,0.499405,1,2,1,1,0,p=421 q=2: 2x421
843,354903,118020,0.332542,1,2,1,1,0,p=281 q=3: 3x281
844,355746,88620,0.249110,1,3,2,1,0,p=211 q=2: 4x211
845,356590,70980,0.199052,1,3,2,1,0,p=13 q=5: 5x169
846,357435,73153,0.204661,2,3,2,1,0,p=463 q=191: 1x463 + 1x383*   (* foreign)
847,358281,50820,0.141844,1,3,2,1,0,p=11 q=7: 7x121
848,359128,64980,0.180938,2,3,2,1,0,p=19 q=3: 1x487* + 1x361   (* foreign)
849,359976,119709,0.332547,1,2,1,1,0,p=283 q=3: 3x283
850,360825,73153,0.202738,2,3,2,1,0,p=383 q=233: 1x467* + 1x383   (* foreign)
851,361675,18464,0.051051,2,5,4,1,0,p=137 q=2: 1x577* + 2x137   (* foreign)
852,362526,69378,0.191374,2,3,2,1,0,p=373 q=239: 1x479* + 1x373   (* foreign)
854,364231,67161,0.184391,2,3,2,1,0,p=367 q=3: 1x487* + 1x367   (* foreign)
855,365085,27028,0.074032,3,4,3,1,0,p=233 q=97: 1x389* + 1x233 + 1x233   (* foreign)
856,365940,75466,0.206225,2,3,2,1,0,p=389 q=233: 1x467* + 1x389   (* foreign)
858,367653,71631,0.194833,2,3,2,1,0,p=379 q=239: 1x479* + 1x379   (* foreign)
860,369370,69378,0.187828,2,3,2,1,0,p=373 q=3: 1x487* + 1x373   (* foreign)
861,370230,32896,0.088853,2,4,3,1,0,p=151 q=2: 4x151 + 1x257*   (* foreign)
862,371091,185330,0.499419,1,2,1,1,0,p=431 q=2: 2x431
864,372816,78606,0.210844,2,3,2,1,0,p=397 q=233: 1x467* + 1x397   (* foreign)
865,373680,74390,0.199074,1,3,2,1,0,p=173 q=5: 5x173
866,374545,187056,0.499422,1,2,1,1,0,p=433 q=2: 2x433
867,375411,124848,0.332564,1,2,1,1,0,p=17 q=3: 3x289
868,376278,80200,0.213140,2,3,2,1,0,p=401 q=233: 1x467* + 1x401   (* foreign)
869,377146,33891,0.089862,1,4,3,1,0,p=79 q=11: 11x79
870,378015,73153,0.193519,2,3,2,1,0,p=383 q=3: 1x487* + 1x383   (* foreign)
871,378885,64261,0.169606,2,3,2,1,0,p=2 q=179: 1x512 + 1x359*   (* foreign)
872,379756,47088,0.123995,1,3,2,1,0,p=109 q=2: 8x109
873,380628,41904,0.110092,1,4,3,1,0,p=97 q=3: 9x97
874,381501,73153,0.191750,2,3,2,1,0,p=491 q=191: 1x491 + 1x383*   (* foreign)
875,382375,54250,0.141876,1,3,2,1,0,p=5 q=7: 7x125
876,383250,83436,0.217706,2,3,2,1,0,p=409 q=233: 1x467* + 1x409   (* foreign)
878,385003,192282,0.499430,1,2,1,1,0,p=439 q=2: 2x439
879,385881,128334,0.332574,1,2,1,1,0,p=293 q=3: 3x293
880,386760,80200,0.207364,2,3,2,1,0,p=401 q=239: 1x479* + 1x401   (* foreign)
882,388521,73153,0.188286,2,3,2,1,0,p=499 q=191: 1x499 + 1x383*   (* foreign)
884,390286,78606,0.201406,2,3,2,1,0,p=397 q=3: 1x487* + 1x397   (* foreign)
885,391170,36046,0.092149,3,4,3,1,0,p=269 q=173: 1x347* + 1x269 + 1x269   (* foreign)
886,392055,195806,0.499435,1,2,1,1,0,p=443 q=2: 2x443
888,393828,88410,0.224489,2,3,2,1,0,p=421 q=233: 1x467* + 1x421   (* foreign)
889,394716,56007,0.141892,1,3,2,1,0,p=127 q=7: 7x127
890,395605,39903,0.100866,2,4,3,1,0,p=283 q=101: 1x607* + 1x283   (* foreign)
891,396495,35640,0.089888,1,4,3,1,0,p=3 q=11: 11x81
892,397386,99012,0.249158,1,3,2,1,0,p=223 q=2: 4x223
893,398278,25651,0.064405,3,4,3,1,0,p=227 q=73: 1x439* + 1x227 + 1x227   (* foreign)
894,399171,60031,0.150389,2,3,2,1,0,p=547 q=173: 1x547 + 1x347*   (* foreign)
895,400065,79655,0.199105,1,3,2,1,0,p=179 q=5: 5x179
896,400960,83436,0.208091,2,3,2,1,0,p=409 q=3: 1x487* + 1x409   (* foreign)
897,401856,36046,0.089699,3,4,3,1,0,p=269 q=179: 1x359* + 1x269 + 1x269   (* foreign)
898,402753,201152,0.499443,1,2,1,1,0,p=449 q=2: 2x449
899,403651,32640,0.080862,2,4,3,1,0,p=2 q=107: 1x643* + 1x256   (* foreign)
900,404550,93528,0.231190,2,3,2,1,0,p=433 q=233: 1x467* + 1x433   (* foreign)
901,405450,38226,0.094280,3,4,3,1,0,p=277 q=173: 1x347* + 1x277 + 1x277   (* foreign)
902,406351,39903,0.098198,2,4,3,1,0,p=283 q=103: 1x619* + 1x283   (* foreign)
903,407253,32896,0.080775,3,4,3,1,0,p=257 q=97: 1x389* + 1x257 + 1x257   (* foreign)
904,408156,80200,0.196493,2,3,2,1,0,p=401 q=251: 1x503* + 1x401   (* foreign)
905,409060,81450,0.199115,1,3,2,1,0,p=181 q=5: 5x181
906,409965,96141,0.234510,2,3,2,1,0,p=439 q=233: 1x467* + 1x439   (* foreign)
908,411778,102604,0.249173,1,3,2,1,0,p=227 q=2: 4x227
909,412686,45450,0.110132,1,4,3,1,0,p=101 q=3: 9x101
910,413595,97903,0.236712,2,3,2,1,0,p=443 q=233: 1x467* + 1x443   (* foreign)
912,415416,93528,0.225143,2,3,2,1,0,p=433 q=239: 1x479* + 1x433   (* foreign)
913,416328,39903,0.095845,3,4,3,1,0,p=283 q=173: 1x347* + 1x283 + 1x283   (* foreign)
914,417241,208392,0.499452,1,2,1,1,0,p=457 q=2: 2x457
915,418155,34453,0.082393,3,4,3,1,0,p=263 q=97: 1x389* + 1x263 + 1x263   (* foreign)
916,419070,104424,0.249180,1,3,2,1,0,p=229 q=2: 4x229
917,419986,59605,0.141921,1,3,2,1,0,p=131 q=7: 7x131
918,420903,96141,0.228416,2,3,2,1,0,p=439 q=239: 1x479* + 1x439   (* foreign)
920,422740,93528,0.221242,2,3,2,1,0,p=433 q=3: 1x487* + 1x433   (* foreign)
921,423660,140913,0.332609,1,2,1,1,0,p=307 q=3: 3x307
922,424581,212060,0.499457,1,2,1,1,0,p=461 q=2: 2x461
923,425503,32305,0.075922,1,4,3,1,0,p=71 q=13: 13x71
924,426426,104196,0.244347,2,3,2,1,0,p=457 q=233: 1x467* + 1x457   (* foreign)
925,427350,41616,0.097382,3,4,3,1,0,p=17 q=173: 1x347* + 1x289 + 1x289   (* foreign)
926,428275,213906,0.499459,1,2,1,1,0,p=463 q=2: 2x463
927,429201,47277,0.110151,1,4,3,1,0,p=103 q=3: 9x103
928,430128,106030,0.246508,2,3,2,1,0,p=461 q=233: 1x467* + 1x461   (* foreign)
930,431985,106953,0.247585,2,3,2,1,0,p=463 q=233: 1x467* + 1x463   (* foreign)
931,432915,36585,0.084509,3,4,3,1,0,p=271 q=97: 1x389* + 1x271 + 1x271   (* foreign)
932,433846,108112,0.249194,1,3,2,1,0,p=233 q=2: 4x233
933,434778,144615,0.332618,1,2,1,1,0,p=311 q=3: 3x311
934,435711,217622,0.499464,1,2,1,1,0,p=467 q=2: 2x467
935,436645,18464,0.042286,2,5,4,1,0,p=179 q=2: 1x577* + 2x179   (* foreign)
936,437580,104196,0.238119,2,3,2,1,0,p=457 q=239: 1x479* + 1x457   (* foreign)
938,439453,54615,0.124280,2,3,2,1,0,p=331 q=101: 1x607* + 1x331   (* foreign)
939,440391,146484,0.332623,1,2,1,1,0,p=313 q=3: 3x313
940,441330,106030,0.240251,2,3,2,1,0,p=461 q=239: 1x479* + 1x461   (* foreign)
942,443211,106953,0.241314,2,3,2,1,0,p=463 q=239: 1x479* + 1x463   (* foreign)
943,444153,37733,0.084955,3,4,3,1,0,p=277 q=97: 1x389* + 1x277 + 1x277   (* foreign)
944,445096,104196,0.234098,2,3,2,1,0,p=457 q=3: 1x487* + 1x457   (* foreign)
945,446040,42778,0.095906,3,4,3,1,0,p=293 q=179: 1x359* + 1x293 + 1x293   (* foreign)
946,446985,108811,0.243433,2,3,2,1,0,p=467 q=239: 1x479* + 1x467   (* foreign)
948,448878,106030,0.236211,2,3,2,1,0,p=461 q=3: 1x487* + 1x461   (* foreign)
949,449826,39903,0.088708,3,4,3,1,0,p=283 q=191: 1x383* + 1x283 + 1x283   (* foreign)
950,450775,106953,0.237265,2,3,2,1,0,p=463 q=3: 1x487* + 1x463   (* foreign)
951,451725,150258,0.332632,1,2,1,1,0,p=317 q=3: 3x317
952,452676,100576,0.222181,2,3,2,1,0,p=449 q=251: 1x503* + 1x449   (* foreign)
954,454581,108811,0.239365,2,3,2,1,0,p=467 q=3: 1x487* + 1x467   (* foreign)
955,455535,90725,0.199161,1,3,2,1,0,p=191 q=5: 5x191
956,456490,113764,0.249215,1,3,2,1,0,p=239 q=2: 4x239
957,457446,34453,0.075316,3,4,3,1,0,p=347 q=131: 1x347 + 1x347 + 1x263*   (* foreign)
958,458403,228962,0.499478,1,2,1,1,0,p=479 q=2: 2x479
959,459361,65212,0.141962,1,3,2,1,0,p=137 q=7: 7x137
960,460320,104196,0.226356,2,3,2,1,0,p=457 q=251: 1x503* + 1x457   (* foreign)
962,462241,58653,0.126888,2,3,2,1,0,p=7 q=103: 1x619* + 1x343   (* foreign)
963,463203,51039,0.110187,1,4,3,1,0,p=107 q=3: 9x107
964,464166,115680,0.249221,1,3,2,1,0,p=241 q=2: 4x241
965,465130,92640,0.199170,1,3,2,1,0,p=193 q=5: 5x193
966,466095,114481,0.245617,2,3,2,1,0,p=479 q=3: 1x487* + 1x479   (* foreign)
968,468028,61307,0.130990,2,3,2,1,0,p=19 q=101: 1x607* + 1x361   (* foreign)
969,468996,48205,0.102783,3,4,3,1,0,p=311 q=173: 1x347* + 1x311 + 1x311   (* foreign)
970,469965,114481,0.243595,2,3,2,1,0,p=491 q=239: 1x491 + 1x479*   (* foreign)
972,471906,117612,0.249228,1,3,2,1,0,p=3 q=2: 4x243
973,472878,67137,0.141975,1,3,2,1,0,p=139 q=7: 7x139
974,473851,236682,0.499486,1,2,1,1,0,p=487 q=2: 2x487
975,474825,37733,0.079467,3,4,3,1,0,p=293 q=97: 1x389* + 1x293 + 1x293   (* foreign)
976,475800,108811,0.228691,2,3,2,1,0,p=509 q=233: 1x509 + 1x467*   (* foreign)
978,477753,118341,0.247703,2,3,2,1,0,p=491 q=3: 1x491 + 1x487*   (* foreign)
979,478731,108811,0.227290,2,3,2,1,0,p=2 q=233: 1x512 + 1x467*   (* foreign)
980,479710,63757,0.132907,2,3,2,1,0,p=19 q=103: 1x619* + 1x361   (* foreign)
981,480690,52974,0.110204,1,4,3,1,0,p=109 q=3: 9x109
982,481671,240590,0.499490,1,2,1,1,0,p=491 q=2: 2x491
984,483636,88410,0.182803,2,3,2,1,0,p=421 q=281: 1x563* + 1x421   (* foreign)
985,484620,96530,0.199187,1,3,2,1,0,p=197 q=5: 5x197
986,485605,118341,0.243698,2,3,2,1,0,p=499 q=3: 1x499 + 1x487*   (* foreign)
987,486591,29756,0.061152,2,5,4,1,0,p=173 q=2: 1x641* + 2x173   (* foreign)
988,487578,114481,0.234795,2,3,2,1,0,p=509 q=239: 1x509 + 1x479*   (* foreign)
989,488566,32640,0.066808,2,4,3,1,0,p=2 q=61: 1x733* + 1x256   (* foreign)
990,489555,118341,0.241732,2,3,2,1,0,p=487 q=251: 1x503* + 1x487   (* foreign)
992,491536,63757,0.129710,2,3,2,1,0,p=373 q=103: 1x619* + 1x373   (* foreign)
993,492528,163845,0.332661,1,2,1,1,0,p=331 q=3: 3x331
994,493521,120295,0.243748,2,3,2,1,0,p=491 q=251: 1x503* + 1x491   (* foreign)
995,494515,98505,0.199195,1,3,2,1,0,p=199 q=5: 5x199
996,495510,118341,0.238827,2,3,2,1,0,p=509 q=3: 1x509 + 1x487*   (* foreign)
998,497503,248502,0.499498,1,2,1,1,0,p=499 q=2: 2x499
999,498501,118341,0.237394,2,3,2,1,0,p=2 q=3: 1x512 + 1x487*   (* foreign)
1000,499500,114481,0.229191,2,3,2,1,0,p=521 q=239: 1x521 + 1x479*   (* foreign)
1001,500500,32896,0.065726,3,4,3,1,0,p=257 q=3: 1x487* + 1x257 + 1x257   (* foreign)
1002,501501,124251,0.247758,2,3,2,1,0,p=499 q=251: 1x503* + 1x499   (* foreign)
1003,502503,37733,0.075090,3,4,3,1,0,p=307 q=97: 1x389* + 1x307 + 1x307   (* foreign)
1004,503506,125500,0.249252,1,3,2,1,0,p=251 q=2: 4x251
1005,504510,48205,0.095548,3,4,3,1,0,p=311 q=191: 1x383* + 1x311 + 1x311   (* foreign)
1006,505515,252506,0.499502,1,2,1,1,0,p=503 q=2: 2x503
1007,506521,32640,0.064440,2,4,3,1,0,p=2 q=5: 1x751* + 1x256   (* foreign)
1008,507528,118341,0.233171,2,3,2,1,0,p=521 q=3: 1x521 + 1x487*   (* foreign)
1010,509545,118341,0.232248,2,3,2,1,0,p=523 q=3: 1x523 + 1x487*   (* foreign)
1011,510555,169848,0.332673,1,2,1,1,0,p=337 q=3: 3x337
1012,511566,126253,0.246797,2,3,2,1,0,p=509 q=251: 1x509 + 1x503*   (* foreign)
1014,513591,108811,0.211863,2,3,2,1,0,p=547 q=233: 1x547 + 1x467*   (* foreign)
1015,514605,126253,0.245340,2,3,2,1,0,p=2 q=251: 1x512 + 1x503*   (* foreign)
1016,515620,118341,0.229512,2,3,2,1,0,p=23 q=3: 1x529 + 1x487*   (* foreign)
1017,516636,56952,0.110236,1,4,3,1,0,p=113 q=3: 9x113
1018,517653,258572,0.499508,1,2,1,1,0,p=509 q=2: 2x509
1020,519690,114481,0.220287,2,3,2,1,0,p=541 q=239: 1x541 + 1x479*   (* foreign)
1022,521731,68801,0.131871,2,3,2,1,0,p=379 q=107: 1x643* + 1x379   (* foreign)
1023,522753,37733,0.072181,3,4,3,1,0,p=317 q=97: 1x389* + 1x317 + 1x317   (* foreign)
1025,524800,36046,0.068685,3,4,3,1,0,p=269 q=3: 1x487* + 1x269 + 1x269   (* foreign)
1026,525825,126253,0.240105,2,3,2,1,0,p=523 q=251: 1x523 + 1x503*   (* foreign)
1027,526851,40053,0.076023,1,4,3,1,0,p=79 q=13: 13x79
1028,527878,131584,0.249270,1,3,2,1,0,p=257 q=2: 4x257
1029,528906,175959,0.332685,1,2,1,1,0,p=7 q=3: 3x343
1030,529935,108811,0.205329,2,3,2,1,0,p=467 q=281: 1x563* + 1x467   (* foreign)
1032,531996,126253,0.237319,2,3,2,1,0,p=23 q=251: 1x529 + 1x503*   (* foreign)
1034,534061,118341,0.221587,2,3,2,1,0,p=547 q=3: 1x547 + 1x487*   (* foreign)
1035,535095,38612,0.072159,2,4,3,1,0,p=197 q=2: 1x641* + 2x197   (* foreign)
1036,536130,114481,0.213532,2,3,2,1,0,p=557 q=239: 1x557 + 1x479*   (* foreign)
1037,537166,36046,0.067104,3,4,3,1,0,p=269 q=83: 1x499* + 1x269 + 1x269   (* foreign)
1038,538203,108811,0.202175,2,3,2,1,0,p=571 q=233: 1x571 + 1x467*   (* foreign)
1040,540280,68801,0.127343,2,3,2,1,0,p=397 q=107: 1x643* + 1x397   (* foreign)
1041,541320,180093,0.332692,1,2,1,1,0,p=347 q=3: 3x347
1042,542361,270920,0.499520,1,2,1,1,0,p=521 q=2: 2x521
1043,543403,77182,0.142035,1,3,2,1,0,p=149 q=7: 7x149
1044,544446,126253,0.231893,2,3,2,1,0,p=541 q=251: 1x541 + 1x503*   (* foreign)
1045,545490,60031,0.110050,3,4,3,1,0,p=349 q=173: 1x349 + 1x349 + 1x347*   (* foreign)
1046,546535,273006,0.499522,1,2,1,1,0,p=523 q=2: 2x523
1047,547581,182178,0.332696,1,2,1,1,0,p=349 q=3: 3x349
1048,548628,114481,0.208668,2,3,2,1,0,p=569 q=239: 1x569 + 1x479*   (* foreign)
1050,550725,126253,0.229249,2,3,2,1,0,p=547 q=251: 1x547 + 1x503*   (* foreign)
1052,552826,137812,0.249286,1,3,2,1,0,p=263 q=2: 4x263
1053,553878,60031,0.108383,3,4,3,1,0,p=347 q=179: 1x359* + 1x347 + 1x347   (* foreign)
1054,554931,120295,0.216775,2,3,2,1,0,p=491 q=281: 1x563* + 1x491   (* foreign)
1055,555985,110775,0.199241,1,3,2,1,0,p=211 q=5: 5x211
1056,557040,118341,0.212446,2,3,2,1,0,p=569 q=3: 1x569 + 1x487*   (* foreign)
1057,558096,79275,0.142045,1,3,2,1,0,p=151 q=7: 7x151
1058,559153,279312,0.499527,1,2,1,1,0,p=23 q=2: 2x529
1059,560211,186384,0.332703,1,2,1,1,0,p=353 q=3: 3x353
1060,561270,126253,0.224942,2,3,2,1,0,p=557 q=251: 1x557 + 1x503*   (* foreign)
1062,563391,124251,0.220541,2,3,2,1,0,p=499 q=281: 1x563* + 1x499   (* foreign)
1064,565516,118341,0.209262,2,3,2,1,0,p=577 q=3: 1x577 + 1x487*   (* foreign)
1065,566580,62128,0.109654,3,4,3,1,0,p=353 q=179: 1x359* + 1x353 + 1x353   (* foreign)
1066,567645,126253,0.222415,2,3,2,1,0,p=503 q=281: 1x563* + 1x503   (* foreign)
1067,568711,51216,0.090056,1,4,3,1,0,p=97 q=11: 11x97
1068,569778,108811,0.190971,2,3,2,1,0,p=601 q=233: 1x601 + 1x467*   (* foreign)
1070,571915,61307,0.107196,2,4,3,1,0,p=463 q=101: 1x607* + 1x463   (* foreign)
1071,572985,39340,0.068658,3,4,3,1,0,p=281 q=127: 1x509* + 1x281 + 1x281   (* foreign)
1072,574056,129286,0.225215,2,3,2,1,0,p=509 q=281: 1x563* + 1x509   (* foreign)
1073,575128,42778,0.074380,3,4,3,1,0,p=293 q=3: 1x487* + 1x293 + 1x293   (* foreign)
1074,576201,126253,0.219113,2,3,2,1,0,p=571 q=251: 1x571 + 1x503*   (* foreign)
1075,577275,130816,0.226610,2,3,2,1,0,p=2 q=281: 1x563* + 1x512   (* foreign)
1076,578350,144184,0.249302,1,3,2,1,0,p=269 q=2: 4x269
1077,579426,192783,0.332714,1,2,1,1,0,p=359 q=3: 3x359
1078,580503,120295,0.207225,2,3,2,1,0,p=491 q=293: 1x587* + 1x491   (* foreign)
1079,581581,44239,0.076067,1,4,3,1,0,p=83 q=13: 13x83
1080,582660,126253,0.216684,2,3,2,1,0,p=577 q=251: 1x577 + 1x503*   (* foreign)
1081,583740,64261,0.110085,3,4,3,1,0,p=19 q=179: 1x361 + 1x361 + 1x359*   (* foreign)
1082,584821,292140,0.499537,1,2,1,1,0,p=541 q=2: 2x541
1083,585903,194940,0.332717,1,2,1,1,0,p=19 q=3: 3x361
1084,586986,146340,0.249307,1,3,2,1,0,p=271 q=2: 4x271
1085,588070,41417,0.070429,3,4,3,1,0,p=293 q=83: 1x499* + 1x293 + 1x293   (* foreign)
1086,589155,136503,0.231693,2,3,2,1,0,p=523 q=281: 1x563* + 1x523   (* foreign)
1088,591328,118341,0.200128,2,3,2,1,0,p=601 q=3: 1x601 + 1x487*   (* foreign)
1089,592416,65340,0.110294,1,4,3,1,0,p=11 q=3: 9x121
1090,593505,126253,0.212724,2,3,2,1,0,p=503 q=293: 1x587* + 1x503   (* foreign)
1092,595686,139656,0.234446,2,3,2,1,0,p=23 q=281: 1x563* + 1x529   (* foreign)
1094,597871,298662,0.499543,1,2,1,1,0,p=547 q=2: 2x547
1095,598965,42778,0.071420,3,4,3,1,0,p=293 q=127: 1x509* + 1x293 + 1x293   (* foreign)
1096,600060,129286,0.215455,2,3,2,1,0,p=509 q=293: 1x587* + 1x509   (* foreign)
1098,602253,114481,0.190088,2,3,2,1,0,p=619 q=239: 1x619 + 1x479*   (* foreign)
1099,603351,130816,0.216816,2,3,2,1,0,p=2 q=293: 1x587* + 1x512   (* foreign)
1100,604450,118341,0.195783,2,3,2,1,0,p=613 q=3: 1x613 + 1x487*   (* foreign)
1101,605550,201483,0.332727,1,2,1,1,0,p=367 q=3: 3x367
1102,606651,126253,0.208115,2,3,2,1,0,p=599 q=251: 1x599 + 1x503*   (* foreign)
1104,608856,146070,0.239909,2,3,2,1,0,p=541 q=281: 1x563* + 1x541   (* foreign)
1105,609960,64980,0.106532,3,4,3,1,0,p=19 q=191: 1x383* + 1x361 + 1x361   (* foreign)
1106,611065,118341,0.193664,2,3,2,1,0,p=619 q=3: 1x619 + 1x487*   (* foreign)
1107,612171,41024,0.067014,2,4,3,1,0,p=233 q=2: 1x641* + 2x233   (* foreign)
1108,613278,152904,0.249322,1,3,2,1,0,p=277 q=2: 4x277
1110,615495,149331,0.242619,2,3,2,1,0,p=547 q=281: 1x563* + 1x547   (* foreign)
1111,616605,55550,0.090090,1,4,3,1,0,p=101 q=11: 11x101
1112,617716,118341,0.191578,2,3,2,1,0,p=5 q=3: 1x625 + 1x487*   (* foreign)
1113,618828,60031,0.097008,3,4,3,1,0,p=383 q=173: 1x383 + 1x383 + 1x347*   (* foreign)
1114,619941,309692,0.499551,1,2,1,1,0,p=557 q=2: 2x557
1115,621055,123765,0.199282,1,3,2,1,0,p=223 q=5: 5x223
1116,622170,139656,0.224466,2,3,2,1,0,p=23 q=293: 1x587* + 1x529   (* foreign)
1118,624403,118341,0.189527,2,3,2,1,0,p=631 q=3: 1x631 + 1x487*   (* foreign)
1119,625521,208134,0.332737,1,2,1,1,0,p=373 q=3: 3x373
1120,626640,154846,0.247105,2,3,2,1,0,p=557 q=281: 1x563* + 1x557   (* foreign)
1121,627760,50086,0.079785,3,4,3,1,0,p=317 q=3: 1x487* + 1x317 + 1x317   (* foreign)
1122,628881,126253,0.200758,2,3,2,1,0,p=619 q=251: 1x619 + 1x503*   (* foreign)
1124,631126,157360,0.249332,1,3,2,1,0,p=281 q=2: 4x281
1125,632250,69750,0.110320,1,4,3,1,0,p=5 q=3: 9x125
1126,633375,316406,0.499556,1,2,1,1,0,p=563 q=2: 2x563
1127,634501,41024,0.064656,2,4,3,1,0,p=3 q=2: 1x641* + 2x243   (* foreign)
1128,635628,146070,0.229804,2,3,2,1,0,p=541 q=293: 1x587* + 1x541   (* foreign)
1130,637885,118341,0.185521,2,3,2,1,0,p=643 q=3: 1x643 + 1x487*   (* foreign)
1131,639015,63757,0.099774,2,4,3,1,0,p=2 q=103: 1x619* + 1x512   (* foreign)
1132,640146,159612,0.249337,1,3,2,1,0,p=283 q=2: 4x283
1133,641278,57783,0.090106,1,4,3,1,0,p=103 q=11: 11x103
1134,642411,158203,0.246264,2,3,2,1,0,p=571 q=281: 1x571 + 1x563*   (* foreign)
1135,643545,128255,0.199295,1,3,2,1,0,p=227 q=5: 5x227
1136,644680,83436,0.129422,2,3,2,1,0,p=409 q=11: 1x727* + 1x409   (* foreign)
1137,645816,214893,0.332746,1,2,1,1,0,p=379 q=3: 3x379
1138,646953,323192,0.499560,1,2,1,1,0,p=569 q=2: 2x569
1139,648091,37587,0.057996,1,5,4,1,0,p=67 q=17: 17x67
1140,649230,158203,0.243678,2,3,2,1,0,p=577 q=281: 1x577 + 1x563*   (* foreign)
1141,650370,92421,0.142105,1,3,2,1,0,p=163 q=7: 7x163
1142,651511,325470,0.499562,1,2,1,1,0,p=571 q=2: 2x571
1143,652653,72009,0.110333,1,4,3,1,0,p=127 q=3: 9x127
1144,653796,154846,0.236841,2,3,2,1,0,p=557 q=293: 1x587* + 1x557   (* foreign)
1145,654940,130530,0.199301,1,3,2,1,0,p=229 q=5: 5x229
1146,656085,126253,0.192434,2,3,2,1,0,p=643 q=251: 1x643 + 1x503*   (* foreign)
1147,657231,40399,0.061468,3,5,4,1,0,p=17 q=71: 1x569* + 1x289 + 1x289   (* foreign)
1148,658378,118341,0.179746,2,3,2,1,0,p=661 q=3: 1x661 + 1x487*   (* foreign)
1149,659526,219459,0.332753,1,2,1,1,0,p=383 q=3: 3x383
1150,660675,158203,0.239457,2,3,2,1,0,p=563 q=293: 1x587* + 1x563   (* foreign)
1152,662976,114481,0.172677,2,3,2,1,0,p=673 q=239: 1x673 + 1x479*   (* foreign)
1154,665281,332352,0.499566,1,2,1,1,0,p=577 q=2: 2x577
1155,666435,68801,0.103237,2,4,3,1,0,p=2 q=107: 1x643* + 1x512   (* foreign)
1156,667590,166464,0.249351,1,3,2,1,0,p=17 q=2: 4x289
1157,668746,50908,0.076125,1,4,3,1,0,p=89 q=13: 13x89
1158,669903,162735,0.242923,2,3,2,1,0,p=571 q=293: 1x587* + 1x571   (* foreign)
1159,671061,34770,0.051813,1,5,4,1,0,p=61 q=19: 19x61
1160,672220,118341,0.176045,2,3,2,1,0,p=673 q=3: 1x673 + 1x487*   (* foreign)
1161,673380,73153,0.108636,3,4,3,1,0,p=389 q=191: 1x389 + 1x389 + 1x383*   (* foreign)
1162,674541,158203,0.234534,2,3,2,1,0,p=599 q=281: 1x599 + 1x563*   (* foreign)
1164,676866,166176,0.245508,2,3,2,1,0,p=577 q=293: 1x587* + 1x577   (* foreign)
1165,678030,135140,0.199313,1,3,2,1,0,p=233 q=5: 5x233
1166,679195,87967,0.129517,2,3,2,1,0,p=439 q=11: 1x727* + 1x439   (* foreign)
1167,680361,226398,0.332762,1,2,1,1,0,p=389 q=3: 3x389
1168,681528,114413,0.167877,2,3,2,1,0,p=491 q=13: 1x677* + 1x491   (* foreign)
1169,682696,97027,0.142123,1,3,2,1,0,p=167 q=7: 7x167
1170,683865,158203,0.231337,2,3,2,1,0,p=607 q=281: 1x607 + 1x563*   (* foreign)
1172,686206,171112,0.249360,1,3,2,1,0,p=293 q=2: 4x293
1173,687378,62128,0.090384,3,4,3,1,0,p=353 q=233: 1x467* + 1x353 + 1x353   (* foreign)
